"Keywords","Average Searches","Average Clicks","CTR","Competition","KD","Tag Occurrences","Character Count","Google Searches"
"plant mom sweatshirt",0,0,0,9978,"","4","20","N/A"
"indoor plant lover",0,0,0,23834,"","3","18","N/A"
"tropical plant png",0,0,0,11426,"","3","18","N/A"
"plant parent shirt",0,0,0,2964,"","3","18","N/A"
"plant lover png",0,0,0,9181,"","3","15","N/A"
"plant mom tee",0,0,0,31165,"","3","13","N/A"
"monstera plant tee",0,0,0,0,"","3","18","N/A"
"cactus plant shirt",0,0,0,6081,"","2","18","N/A"
"plant lover sweater",0,0,0,6654,"","2","19","N/A"
"plant lover tee",0,0,0,57889,"","2","15","N/A"
"funny plant mug",0,0,0,6184,"","2","15","N/A"
"plant enthusiast tee",0,0,0,3475,"","2","20","N/A"
"plant mom apparel",0,0,0,2540,"","2","17","N/A"
"cute plant shirt",0,0,0,21759,"","2","16","N/A"
"christian plant tee",0,0,0,0,"","2","19","N/A"
"monstera plant mom",0,0,0,5563,"","2","18","N/A"
"potted plant earring",0,0,0,543,"","1","20","N/A"
"ghost plant shirts",0,0,0,1453,"","1","18","N/A"
"ghost plant tshirt",0,0,0,750,"","1","18","N/A"
"plant mother gift",0,0,0,73185,"","1","17","N/A"
"plant gifts shirt",0,0,0,83327,"","1","17","N/A"
"plant mom tshirt",0,0,0,29535,"","1","16","N/A"
"plant lover design",0,0,0,21680,"","1","18","N/A"
"plant doodle design",0,0,0,0,"","1","19","N/A"
"modern plant design",0,0,0,14947,"","1","19","N/A"
"earth day plant",0,0,0,5115,"","1","15","N/A"
"crazy plant shirt",0,0,0,5025,"","1","17","N/A"
"funny plant tee",0,0,0,21395,"","1","15","N/A"
"plant gift tee",0,0,0,70527,"","1","14","N/A"
"womens plant tee",0,0,0,83104,"","1","16","N/A"
"plant shirt tee",0,0,0,0,"","1","15","N/A"
"cute plant tee",0,0,0,14417,"","1","14","N/A"
"indoor plant shirt",0,0,0,3099,"","1","18","N/A"
"plant mom sweater",0,0,0,0,"","1","17","N/A"
"funny plant png",0,0,0,7080,"","1","15","N/A"
"plant book sleeve",0,0,0,1226,"","1","17","N/A"
"plant mom shirts",0,0,0,36992,"","1","16","N/A"
"house plant sticker",0,0,0,2698,"","1","19","N/A"
"skull plant mug",0,0,0,0,"","1","15","N/A"
"gothic plant mug",0,0,0,0,"","1","16","N/A"
"spooky plant mug",0,0,0,260,"","1","16","N/A"
"plant parent mug",0,0,0,763,"","1","16","N/A"
"plant png clipart",0,0,0,71023,"","1","17","N/A"
"cute plant png",0,0,0,17594,"","1","14","N/A"
"plant shirt svg",0,0,0,12484,"","1","15","N/A"
"plant humor tee",0,0,0,5201,"","1","15","N/A"
"funny plant lover",0,0,0,35541,"","1","17","N/A"
"indoor plant tee",0,0,0,2228,"","1","16","N/A"
"plant mama top",0,0,0,841,"","1","14","N/A"
"plant aesthetic top",0,0,0,3474,"","1","19","N/A"
"plant gift women",0,0,0,133857,"","1","16","N/A"
"plant quote svg",0,0,0,4102,"","1","15","N/A"
"plant saying svg",0,0,0,9655,"","1","16","N/A"
"plant phrase svg",0,0,0,0,"","1","16","N/A"
"plant mom pullover",0,0,0,0,"","1","18","N/A"
"plant garden lover",0,0,0,80594,"","1","18","N/A"
"plant mom dad",0,0,0,13287,"","1","13","N/A"
"plant mama sweater",0,0,0,1618,"","1","18","N/A"
"crazy plant hoarder",0,0,0,0,"","1","19","N/A"
"christian plant mug",0,0,0,0,"","1","19","N/A"
"boho plant shirt",0,0,0,22792,"","1","16","N/A"
"green plant shirt",0,0,0,18328,"","1","17","N/A"
"plant pun shirt",0,0,0,1406,"","1","15","N/A"
"plant leaf shirt",0,0,0,4833,"","1","16","N/A"
"sarcastic plant tee",0,0,0,1329,"","1","19","N/A"
"plant addict tshirt",0,0,0,885,"","1","19","N/A"
"autumn plant tee",0,0,0,0,"","1","16","N/A"
"house plant lover",0,0,0,15308,"","1","17","N/A"
"mystical plant shirt",0,0,0,826,"","1","20","N/A"
"plant addict gift",0,0,0,1840,"","1","17","N/A"
"trendy plant shirt",0,0,0,8449,"","1","18","N/A"
"plant collector tee",0,0,0,384,"","1","19","N/A"
"plant obsessed shirt",0,0,0,346,"","1","20","N/A"
"peperomia plant case",0,0,0,0,"","1","20","N/A"
"crazy plant mug",0,0,0,1800,"","1","15","N/A"
"gift for plant lover",8,1,13,180370,"100","14","20","N/A"
"just one more plant",2,0,0,2523,"100","2","19","N/A"
"gift for plant mom",1,0,0,92806,"100","3","18",90
"plant mom gift shirt",0,0,0,33219,"","3","20","N/A"
"plant mom gift idea",0,0,0,0,"","1","19","N/A"
"gifts for plant love",0,0,0,31702,"","1","20","N/A"
"plant mom fall tee",0,0,0,0,"","1","18","N/A"
"in my plant era",0,0,0,904,"","1","15","N/A"
"plant dad phone case",0,0,0,91,"","1","20","N/A"
"gift",66326,83911,127,33152946,"100","1","4",450000
"earrings",64619,73635,114,2872064,"82","1","8",201000
"personalized gift",63547,67269,106,5573446,"97","1","17",110000
"wall art",63433,74048,117,15248319,"100","1","8",90500
"gift for her",26857,26267,98,5409638,"100","3","12",33100
"planner",25948,32902,127,1557277,"89","1","7",90500
"png",25913,33134,128,5548796,"100","1","3",110000
"sweatshirt",23971,32389,135,4027967,"100","1","10",135000
"gifts for her",20649,22438,109,5405483,"100","3","13",33100
"plants",18805,24618,131,1902347,"100","2","6",301000
"svg",16491,19716,120,3300999,"100","1","3",40500
"digital download",15593,18870,121,8592990,"100","5","16",2900
"gifts for mom",13785,14180,103,3487305,"100","1","13",110000
"birthday gift",13188,14327,109,6286682,"100","3","13",49500
"calendar",11515,14652,127,580884,"85","1","8",3350000
"mothers day gift",10475,10827,103,1873149,"100","5","16",823000
"digital art",9576,10864,113,12396252,"100","1","11",27100
"coloring book",9428,11806,125,262126,"72","3","13",74000
"gift for mom",8908,10920,123,3484179,"100","4","12",110000
"monstera",8082,11608,144,52471,"41","2","8",110000
"garden",8040,9955,124,2047166,"100","1","6",201000
"pottery",7779,8616,111,601035,"94","1","7",135000
"planter",7503,8692,116,200027,"71","1","7",60500
"invitation",6927,8291,120,2125544,"100","1","10",90500
"graphic tees",6629,6856,103,2677911,"100","1","12",246000
"comfort colors",6341,7231,114,1691430,"100","3","14",60500
"coloring pages",6334,6571,104,382616,"89","3","14",1300
"christmas gift",6102,6792,111,7614738,"100","1","14",90500
"stud earrings",5583,6326,113,484931,"97","1","13",74000
"cute stickers",5384,5995,111,562979,"100","1","13",22200
"philodendron",4755,6355,134,15541,"26","1","12",110000
"gifts for girlfriend",4687,5670,121,521813,"100","1","20",27100
"cactus",4683,4961,106,240203,"86","1","6",201000
"book sleeve",4543,5159,114,140768,"75","1","11",8100
"yoga",4513,4908,109,353523,"95","1","4",368000
"ceramic mug",4468,5164,116,1148542,"100","1","11",18100
"house plants",4381,4669,107,137764,"75","3","12",49500
"best friend gift",4338,4492,104,430257,"100","1","16",1300
"water bottle",4238,4255,100,527933,"100","1","12",301000
"gardening",4253,4642,109,1007597,"100","1","9",40500
"mom gift",4057,4298,106,3488374,"100","3","8",14800
"vinyl stickers",4073,5175,127,975720,"100","1","14",22200
"tumbler wrap",4028,3960,98,645639,"100","1","12",880
"dangle earrings",3762,4259,113,1545572,"100","1","15",18100
"book cover",3771,4385,116,156592,"81","1","10",40500
"coloring books",3599,4012,111,227610,"90","3","14",74000
"mental health",3538,3447,97,411100,"100","3","13",201000
"laptop stickers",3578,3392,95,764379,"100","1","15",8100
"indoor plants",3491,3929,113,153352,"82","1","13",110000
"printable art",3411,3355,98,3411817,"100","3","13",6600
"grandma gifts",3434,3471,101,549668,"100","1","13",8100
"decals",3333,3624,109,1646314,"100","1","6",33100
"sublimation",3318,3066,92,2903479,"100","1","11",135000
"kindle sleeve",3197,3519,110,17920,"37","1","13",1900
"drop earrings",3168,3896,123,1471999,"100","1","13",12100
"thank you card",3032,3514,116,308699,"100","1","14",0
"coffee cup",2779,3058,110,1029929,"100","1","10",74000
"womens shirts",2568,2423,94,10165858,"100","3","13",33100
"bible cover",2558,3016,118,17429,"42","1","11",18100
"vinyl sticker",2401,2122,88,976296,"100","2","13",22200
"fall sweatshirt",2378,2827,119,411931,"100","2","15",1900
"sansevieria",2123,2624,124,1822,"1","1","11",27100
"waterproof stickers",1966,2103,107,357152,"100","1","19",6600
"garden gifts",1918,2060,107,809162,"100","1","12",18100
"adult coloring books",1898,1662,88,103362,"87","3","20",60500
"coloring",1684,1883,112,589806,"100","3","8",49500
"bible verse shirt",1697,1879,111,235594,"100","2","17",2400
"tumbler wrap png",1684,1755,104,520950,"100","1","16",40
"sublimation png",1628,1221,75,2427836,"100","3","15",70
"nature",1638,2217,135,2033086,"100","1","6",246000
"custom vinyl decal",1488,1526,103,124194,"96","1","18",5400
"laptop",1451,1471,101,867970,"100","1","6",673000
"vinyl decal",1400,1478,106,824724,"100","1","11",8100
"adult coloring pages",1244,1365,110,148396,"100","3","20",90500
"flower svg",1283,1537,120,174139,"100","1","10",5400
"cricut svg",1303,374,29,1414435,"100","1","10",390
"cat themed gifts",1226,1324,108,54394,"82","1","16",1300
"crewneck sweatshirt",1226,1271,104,1169986,"100","1","19",27100
"houseplants",1098,1031,94,67720,"90","3","11",110000
"gift for women",1033,1073,104,10570501,"100","2","14",90500
"watercolor clipart",978,1086,111,555354,"100","1","18",880
"earth day shirt",1025,1533,150,15317,"59","1","15",1900
"colorful earrings",945,998,106,73663,"95","1","17",1300
"peperomia",893,1085,122,2003,"18","1","9",40500
"gildan 18000",894,959,107,78146,"97","1","12",1000
"halloween tee",885,1210,137,979785,"100","1","13",720
"monstera deliciosa",743,1069,144,3765,"35","2","18",49500
"unisex sweatshirt",728,836,115,709570,"100","2","17","N/A"
"gifts for gardeners",733,755,103,799614,"100","2","19",18100
"ipad sleeve",739,800,108,12342,"61","1","11",2400
"mom svg",658,495,75,291423,"100","1","7",720
"sweat shirt",597,825,138,131561,"100","2","11",9900
"die cut stickers",611,860,141,134080,"100","1","16",14800
"embroidered tshirt",598,689,115,126521,"100","1","18",8100
"instant download",625,827,132,3673189,"100","1","16",260
"water bottle sticker",625,611,98,387910,"100","1","20",12100
"calathea",569,734,129,2640,"33","2","8",49500
"holiday gift",507,403,79,3250787,"100","2","12","N/A"
"digital png",524,722,138,4462874,"100","1","11",140
"diy crafts",553,351,63,1501272,"100","1","10","N/A"
"oversized tshirt",513,613,119,252606,"100","1","16",40500
"20 oz tumbler",522,516,99,767335,"100","1","13",3600
"gardening shirt",468,488,104,51805,"100","18","15",390
"women sweatshirt",480,658,137,3644356,"100","1","16",27100
"laptop sticker",494,673,136,764654,"100","1","14",8100
"jpeg",443,136,31,220301,"100","1","4",27100
"cat mom shirt",437,502,115,101203,"100","1","13",720
"flower shirt",499,666,133,342219,"100","1","12",2900
"religious tshirt",426,630,148,251725,"100","2","16","N/A"
"funny halloween",380,310,82,642192,"100","1","15","N/A"
"tea mug",394,309,78,348898,"100","1","7",4400
"boho svg",312,254,81,66250,"100","2","8",70
"sublimation design",308,277,90,1862527,"100","2","18","N/A"
"minimalist shirt",343,451,131,483136,"100","1","16",110
"skinny tumbler",322,371,115,496264,"100","1","14",720
"nature art",311,310,100,1130759,"100","1","10",5400
"nature lover gift",286,222,78,456828,"100","2","17",880
"waterproof sticker",244,177,73,357259,"100","2","18",6600
"cute shirt",268,277,103,2093784,"100","2","10",22200
"pullover sweatshirt",205,180,88,1104762,"100","2","19","N/A"
"enamel earrings",219,269,123,64682,"100","1","15",880
"waterproof",201,296,147,460679,"100","1","10",27100
"monstera mug",204,302,148,963,"34","1","12","N/A"
"outdoor lover gift",209,190,91,248673,"100","1","18",170
"inspirational svg",203,294,145,204028,"100","1","17",50
"garden shirt",108,101,94,98231,"100","6","12",390
"garden gift",103,95,92,810112,"100","4","11",18100
"id propagate that",127,0,0,321,"20","3","17","N/A"
"comfort colors tee",113,106,94,1570880,"100","3","18",3600
"cottagecore shirt",129,114,88,113862,"100","2","17",260
"shirt design",116,162,140,2008084,"100","2","12",14800
"unisex clothing",112,110,98,2385261,"100","1","15","N/A"
"laptop decals",103,78,76,599668,"100","1","13",720
"tarot card png",103,100,97,10909,"100","1","14",0
"tablet sleeve",119,165,139,23657,"100","1","13",880
"snake skin",103,10,10,10457,"100","1","10",9900
"tarot card shirt",161,140,87,24436,"100","1","16",0
"floral tshirt",103,62,60,346951,"100","1","13",4400
"fall crewneck",104,100,96,174504,"100","1","13",320
"cat mom gift",150,160,107,228076,"100","1","12",880
"goth mug",145,206,142,11014,"94","1","8",590
"3d tumbler wrap",132,189,143,50173,"100","1","15",20
"one line drawing",133,193,145,16930,"100","1","16","N/A"
"mosaic phone case",127,155,122,9495,"94","1","17",880
"gardener shirt",53,49,92,99613,"100","3","14",260
"gardening svg",42,58,138,8164,"100","3","13",140
"gift for gardener",98,1,1,811366,"100","2","17",18100
"succulent shirt",97,34,35,6650,"92","1","15","N/A"
"wildflower svg",58,78,134,18836,"100","1","14",480
"macbook sticker",43,63,147,22352,"100","1","15","N/A"
"green plants",87,0,0,477789,"100","1","12","N/A"
"wild flower svg",98,139,142,5683,"88","1","15","N/A"
"simple flower svg",58,65,112,2658,"83","1","17","N/A"
"floral mug",63,73,116,124878,"100","1","10",2400
"introvert shirt",79,94,119,58787,"100","1","15",210
"stainless steel",93,43,46,838565,"100","1","15",90500
"botanical shirt",7,1,14,88620,"100","11","15",210
"gardener tshirt",3,0,0,86653,"100","7","15",110
"monstera shirt",4,0,0,2923,"100","7","14",260
"gardener gift",16,12,75,810993,"100","6","13",18100
"funny garden shirt",1,0,0,22097,"100","6","18","N/A"
"garden lover",1,0,0,221763,"100","5","12",140
"houseplant gift",2,0,0,29655,"100","5","15","N/A"
"botanical svg",13,5,38,19451,"100","5","13",30
"houseplant lover tee",0,0,0,3298,"","5","20","N/A"
"houseplant png",0,0,0,1844,"","4","14","N/A"
"houseplant shirt",3,0,0,5785,"100","4","16",20
"plants shirt",4,0,0,123615,"100","4","12",590
"garden lover gift",4,0,0,199612,"100","4","17",170
"succulent svg",14,1,7,3513,"100","4","13",110
"gardener mom",0,0,0,107753,"","3","12","N/A"
"planting gifts",0,0,0,529736,"","3","14","N/A"
"garden lover shirt",3,0,0,56155,"100","3","18","N/A"
"boho sweatshirt",6,1,17,178040,"100","3","15",390
"monstera tshirt",1,0,0,2289,"100","3","15","N/A"
"houseplant lover",1,0,0,16746,"100","3","16","N/A"
"gardening gift",7,1,14,390220,"100","3","14",18100
"botanical sweatshirt",4,0,0,22090,"100","3","20","N/A"
"gardening book",0,0,0,8283,"","3","14","N/A"
"greenhouses plants",0,0,0,0,"","3","18","N/A"
"svg for shirts",5,1,20,1041695,"100","3","14","N/A"
"svg for cricut",6,1,17,1423368,"100","3","14",480
"long sleeve tee",6,1,17,556079,"100","3","15",4400
"garden club shirt",3,0,0,1843,"100","3","17",0
"botanical tee",3,0,0,78164,"100","2","13","N/A"
"succulent gift shirt",0,0,0,4685,"","2","20","N/A"
"monstera sweatshirt",0,0,0,666,"","2","19","N/A"
"gardening tee",2,0,0,46505,"100","2","13",50
"plants shirt svg",0,0,0,12488,"","2","16","N/A"
"wildflowers svg",10,3,30,19006,"100","2","15","N/A"
"nature lover shirt",6,1,17,186255,"100","2","18","N/A"
"gardening tshirt",30,15,50,44347,"100","2","16",320
"urban garden shirt",0,0,0,431,"","2","18","N/A"
"nursery sweatshirt",2,0,0,3183,"100","2","18","N/A"
"farmer gift",5,1,20,105342,"100","2","11","N/A"
"all the plants",0,0,0,25479,"","2","14","N/A"
"houseplant clipart",1,0,0,1146,"100","2","18",210
"houseplant mug",2,0,0,1737,"100","2","14","N/A"
"botanical clipart",5,0,0,43260,"100","2","17",260
"green thumb clothing",0,0,0,3896,"","2","20","N/A"
"gift for gardeners",1,0,0,806962,"100","2","18","N/A"
"garden lover tee",0,0,0,38034,"","2","16","N/A"
"botanical tshirt",3,0,0,76174,"100","2","16",170
"cozy gardener gift",0,0,0,0,"","2","18","N/A"
"gardening lovers top",0,0,0,0,"","2","20","N/A"
"floral print sweater",0,0,0,4527,"","2","20","N/A"
"floral graphic cozy",0,0,0,0,"","2","19","N/A"
"floral sweatshirt",6,1,17,132527,"100","2","17",1300
"nature lover apparel",0,0,0,58048,"","2","20","N/A"
"20oz skinny tumbler",16,5,31,463886,"100","2","19",390
"gardening sweatshirt",2,0,0,10910,"100","2","20",70
"funny girls hoodie",0,0,0,19611,"","2","18","N/A"
"winter hoddie",0,0,0,222,"","2","13","N/A"
"humor women hoddies",0,0,0,0,"","2","19","N/A"
"funny womens hoodie",0,0,0,212296,"","2","19","N/A"
"pot head hsirt",0,0,0,4,"","2","14","N/A"
"houseplant print",3,0,0,6811,"100","2","16",10
"hoarding plants",0,0,0,582,"","2","15","N/A"
"i be planting",0,0,0,31364,"","2","13","N/A"
"saved by grace tee",0,0,0,1819,"","2","18","N/A"
"faith garden tee",0,0,0,0,"","2","16","N/A"
"jesus and plants",0,0,0,0,"","2","16","N/A"
"grace filled shirt",0,0,0,0,"","2","18","N/A"
"faith based gift",2,0,0,147744,"100","2","16","N/A"
"monstera gift",4,0,0,18826,"100","2","13",40
"monstera collector",0,0,0,0,"","2","18","N/A"
"monstera lovers",0,0,0,2019,"","2","15","N/A"
"nature lover tee",1,0,0,171057,"100","2","16",0
"ecofriendly shirt",0,0,0,24768,"","1","17","N/A"
"nature inspired",3,0,0,295860,"100","1","15",880
"botanical fashion",1,0,0,15839,"100","1","17","N/A"
"botanical theme",0,0,0,27434,"","1","15","N/A"
"eco fashion",0,0,0,68629,"","1","11","N/A"
"kid earrings",9,1,11,317234,"100","1","12",0
"garden earrings",6,1,17,19186,"100","1","15",110
"houseplant earrings",1,0,0,939,"100","1","19","N/A"
"aloe vera earrings",0,0,0,59,"","1","18","N/A"
"halloween plants",2,0,0,57344,"100","1","16","N/A"
"funny ghost",9,13,144,264557,"100","1","11","N/A"
"spooky halloween",4,0,0,1784462,"100","1","16","N/A"
"gardener gift shirt",1,0,0,65238,"100","1","19",0
"herb tshirt",1,0,0,2671,"100","1","11","N/A"
"herb shirt",2,0,0,3132,"100","1","10",40
"herbs shirt",1,0,0,3171,"100","1","11","N/A"
"cute herb tee",0,0,0,190,"","1","13","N/A"
"herb life shirt",0,0,0,151,"","1","15","N/A"
"shirt with herbs",0,0,0,3098,"","1","16","N/A"
"cactus shirt",6,1,17,23581,"100","1","12",480
"custom digital png",0,0,0,133859,"","1","18","N/A"
"garden lover png",1,0,0,3428,"100","1","16",0
"garden lover design",0,0,0,0,"","1","19","N/A"
"spring shirt",32,40,125,139915,"100","1","12",1000
"horology shirt",0,0,0,132,"","1","14","N/A"
"fiddle leaf",0,0,0,1490,"","1","11","N/A"
"neon pothos",2,0,0,489,"100","1","11",8100
"lotus pose",0,0,0,1914,"","1","10","N/A"
"yoga pose",2,0,0,13662,"100","1","9","N/A"
"boho sticker",2,0,0,46789,"100","1","12","N/A"
"nature stickers",11,1,9,70245,"100","1","15",720
"garden lover apparel",0,0,0,4414,"","1","20","N/A"
"houseplant humor top",0,0,0,0,"","1","20","N/A"
"cactus graphic shirt",0,0,0,7489,"","1","20","N/A"
"boho gardener shirt",0,0,0,0,"","1","19","N/A"
"cute botanical tee",0,0,0,10619,"","1","18","N/A"
"green thumb tshirt",0,0,0,3238,"","1","18","N/A"
"nature themed shirt",0,0,0,8040,"","1","19","N/A"
"floral lover apparel",0,0,0,0,"","1","20","N/A"
"wildflower hoodie",6,1,17,6875,"100","1","17",140
"flower sweatshirt",28,31,111,81219,"100","1","17","N/A"
"funny gardener shirt",4,0,0,22932,"100","1","20","N/A"
"hoeing shirt",0,0,0,4653,"","1","12","N/A"
"floralful gardening",0,0,0,100,"","1","19","N/A"
"botanical top",0,0,0,26575,"","1","13","N/A"
"houseplant tee",0,0,0,4909,"","1","14","N/A"
"green thumb tee",0,0,0,3283,"","1","15","N/A"
"gift for her tee",2,0,0,1037732,"100","1","16","N/A"
"houseplant sweater",0,0,0,0,"","1","18","N/A"
"never enough plants",0,0,0,1467,"","1","19","N/A"
"birth month sweater",0,0,0,1894,"","1","19","N/A"
"tropical leaves",3,0,0,72643,"100","1","15",6600
"tarot tshirt design",0,0,0,4646,"","1","19","N/A"
"funny tarot card",2,0,0,14323,"100","1","16",0
"womens tshirt png",3,0,0,73313,"100","1","17","N/A"
"funny skeleton png",0,0,0,39279,"","1","18","N/A"
"trendy skeleton png",1,0,0,10828,"100","1","19","N/A"
"gardener png",1,0,0,60571,"100","1","12",50
"girl skull png",0,0,0,5081,"","1","14","N/A"
"plants tarot png",0,0,0,293,"","1","16","N/A"
"garden sticker",3,0,0,30795,"100","1","14","N/A"
"gardening decal",0,0,0,7683,"","1","15","N/A"
"garden girl decal",0,0,0,0,"","1","17","N/A"
"garden witch decal",0,0,0,0,"","1","18","N/A"
"vinyl garden decal",0,0,0,0,"","1","18","N/A"
"wheelbarrow decal",0,0,0,0,"","1","17","N/A"
"greenhouse decor",24,1,4,5162,"100","1","16",320
"homestead gift",0,0,0,26313,"","1","14","N/A"
"raised bed decal",0,0,0,0,"","1","16","N/A"
"bookshelf book case",1,0,0,0,"","1","19","N/A"
"nook sleeve",0,0,0,1093,"","1","11","N/A"
"kindle oasis sleeve",8,1,13,2897,"100","1","19","N/A"
"travel sleeve",0,0,0,102193,"","1","13","N/A"
"bible sleeve",18,13,72,102908,"100","1","12",720
